Employee_ID,Attrition_rate
EID_22713,0.250613825347648
EID_9658,0.22261437939949438
EID_22203,0.22186601744278883
EID_7652,0.2565860759987881
EID_6516,0.23004554369457297
EID_20283,0.18171641286702908
EID_21014,0.2258558577709502
EID_7693,0.2328120452353538
EID_13232,0.2044014818056935
EID_6515,0.2646648740933379
EID_13639,0.19573217562903789
EID_14669,0.20756798901686008
EID_16537,0.2132318202479012
EID_5782,0.19899372163100523
EID_20157,0.21384047605050466
EID_1855,0.17264633824626585
EID_20748,0.2472002804191732
EID_23179,0.2142363596825646
EID_12838,0.20509806953837018
EID_21656,0.1706562869874864
EID_8844,0.17228429497592085
EID_1536,0.21969206246749431
EID_8822,0.2091637430976048
EID_11398,0.2105951859798171
EID_12965,0.24024384011360517
EID_5204,0.2224727049488698
EID_10030,0.24429437473946852
EID_13227,0.19797910823460754
EID_20607,0.23411223798274386
EID_14070,0.20883689809430625
EID_3755,0.19605357988596417
EID_5459,0.2444402900135824
EID_7697,0.17957150653339707
EID_3935,0.18993564536682395
EID_19046,0.22392227683855084
EID_4040,0.18078367981312035
EID_17730,0.19976919129041937
EID_4995,0.21315336218176587
EID_24653,0.20283225992694254
EID_6978,0.17443590912508722
EID_13775,0.19477815156851538
EID_14608,0.1965632529438406
EID_3148,0.22582714058256717
EID_24868,0.2279094864757679
EID_5521,0.19092843773213172
EID_21155,0.22792283728014096
EID_3840,0.2032278460963367
EID_10646,0.20921410390216474
EID_6711,0.2514524332566387
EID_16247,0.19208713455480184
EID_16789,0.21970871922486604
EID_17967,0.20171050407589514
EID_13270,0.21781467420900053
EID_18462,0.18624653438861438
EID_22248,0.23598191507670732
EID_22693,0.21218960679293014
EID_25662,0.2439916234721581
EID_23346,0.21133220575343784
EID_4437,0.21696382375728193
EID_18108,0.18800916074863183
EID_7000,0.2097691759580039
EID_22770,0.23624402796571572
EID_7816,0.19940280244103292
EID_19615,0.20412377025766656
EID_23807,0.24327520411146472
EID_16764,0.2271928703350105
EID_16818,0.21789339644567735
EID_22712,0.18956318209755685
EID_18198,0.24701090804174475
EID_11154,0.2650091888397008
EID_22137,0.22833664187926944
EID_11655,0.19730010452648863
EID_18514,0.2444345214215323
EID_24742,0.22129836876061906
EID_16019,0.21558682371539134
EID_7357,0.20043337917328632
EID_20106,0.19505664848546625
EID_13284,0.2191516193659534
EID_5451,0.19007138770011683
EID_19728,0.20842371127742812
EID_9178,0.2072874576349784
EID_13177,0.18784743393420333
EID_14300,0.2320834266422107
EID_4379,0.2055831177849657
EID_11285,0.20774846128271032
EID_14882,0.24297498832611122
EID_9969,0.2021213391353243
EID_23643,0.1874013476758705
EID_5935,0.22479649196816726
EID_7741,0.20362113501729925
EID_6176,0.21466646700196554
EID_5418,0.2229560969175404
EID_20626,0.2511659995280657
EID_1725,0.23847923925371617
EID_14317,0.24789571760598103
EID_12120,0.1982120592324665
EID_20264,0.16999334660695856
EID_16691,0.18802830862161368
EID_1093,0.17524468541394542
EID_2565,0.18970139885489573
EID_11463,0.1960335967271864
EID_12005,0.19644293742894373
EID_10326,0.1994460427218484
EID_12582,0.22212791886810804
EID_18228,0.19595416230096344
EID_11670,0.2602394648819723
EID_24257,0.1882989542487327
EID_7024,0.17476902532454186
EID_10382,0.21681419542324354
EID_20210,0.1952430034798756
EID_10294,0.18928496992030866
EID_19941,0.2065376880314851
EID_25572,0.20167274767034055
EID_7758,0.20209517647256248
EID_22718,0.19827557437362708
EID_1078,0.20113552458618503
EID_8227,0.22308108814031868
EID_1702,0.20186505886660586
EID_3532,0.19451129972010178
EID_22452,0.20487237936234162
EID_3019,0.18488129234079415
EID_22264,0.2452203160654398
EID_9866,0.20353788325826974
EID_3520,0.1787075644420754
EID_21098,0.22580858575506194
EID_1186,0.1813162817918646
EID_12355,0.2057391492525657
EID_11020,0.22175904168716068
EID_19193,0.19051041877460984
EID_17787,0.18780363367348393
EID_13719,0.2307182328198248
EID_24449,0.21250391288079823
EID_12957,0.20277897497820366
EID_24794,0.19061869504498843
EID_2866,0.22863079353867127
EID_10563,0.2173786096083427
EID_22492,0.2161251286812607
EID_4106,0.2214627706776803
EID_6648,0.23108057140161442
EID_7209,0.19096298712617102
EID_9692,0.18550475063924152
EID_22763,0.21302910102498468
EID_12622,0.19172938395757902
EID_9831,0.2110415768461645
EID_5731,0.1539323271545397
EID_1114,0.1788279038843503
EID_25017,0.2569280588288367
EID_22956,0.2129343907139927
EID_5549,0.18679052565118046
EID_12022,0.2181203656853463
EID_8034,0.18462410838936277
EID_20644,0.16953785003123087
EID_20125,0.17443068290733715
EID_21957,0.19572850856142235
EID_8870,0.17724104008916317
EID_2305,0.23833645258882255
EID_3977,0.1647003875584392
EID_14845,0.19273337564053264
EID_6629,0.19160725767421652
EID_14577,0.1883556997472843
EID_24509,0.1923030769285872
EID_1530,0.21187955423148588
EID_21524,0.2642444549100184
EID_6647,0.1736649312277778
EID_19730,0.20581792814980365
EID_4424,0.20401937042695248
EID_7964,0.1689262877386574
EID_6289,0.23799795804511628
EID_2899,0.18973984129890403
EID_2827,0.19873816270550368
EID_8801,0.226876459278633
EID_20454,0.246709689897278
EID_18988,0.21105058328950857
EID_8405,0.21559268658089853
EID_14497,0.20466081117468563
EID_11769,0.20911498850806917
EID_21353,0.22057657016145188
EID_2221,0.19074294022253468
EID_13218,0.19093745810793658
EID_4576,0.22950601597284048
EID_17470,0.22166859712617873
EID_14817,0.23191643734191686
EID_21845,0.22234253353250227
EID_21987,0.18492237805550515
EID_1168,0.19633362274612898
EID_14315,0.23635153734343217
EID_5043,0.21224077121808826
EID_1967,0.22348937298729052
EID_22274,0.17840511822151472
EID_11091,0.18740328448547194
EID_18421,0.21791668793077607
EID_8316,0.17918739592894065
EID_13308,0.27824032024232
EID_19481,0.19123188914137873
EID_17732,0.22632126952786139
EID_4504,0.21063456470476377
EID_2539,0.22808610287874073
EID_19529,0.18913556238118268
EID_2279,0.20043559472508124
EID_14508,0.21431225205396992
EID_12241,0.20702261313244125
EID_11530,0.1877598689805219
EID_20147,0.16024608937413512
EID_6154,0.23146804365718718
EID_3523,0.21770842555834208
EID_20453,0.2304545236237195
EID_11929,0.21311095024016666
EID_12840,0.2221047254277288
EID_22320,0.2226715952597502
EID_25383,0.2202459341483234
EID_10731,0.21737732931738524
EID_1017,0.17895831439117746
EID_1819,0.2198737840264201
EID_22849,0.21671917948346361
EID_12290,0.2168826405814723
EID_24238,0.22038363342871808
EID_3105,0.20534036466755748
EID_14242,0.23341863661612525
EID_16569,0.20337606983862194
EID_8094,0.23573697478027617
EID_7824,0.21780502016227124
EID_8978,0.16545501319065903
EID_25314,0.20130044229202027
EID_17810,0.22270060802715821
EID_14856,0.17298896257851407
EID_22144,0.21270413740256264
EID_23603,0.18193040924988346
EID_7211,0.2126539681536203
EID_19340,0.23577018842336103
EID_1501,0.20796865169434547
EID_22111,0.18948702873607828
EID_16147,0.2192708672713767
EID_16746,0.20538810273499575
EID_20777,0.20645489053513008
EID_12999,0.22551788811326515
EID_21663,0.1993895942764595
EID_11862,0.19710991564398597
EID_17683,0.22219622560037405
EID_19819,0.21525494217508243
EID_21562,0.22644454599537275
EID_24390,0.19808560860907587
EID_14444,0.2248980736648432
EID_3261,0.19274123448082026
EID_7752,0.19890779958922375
EID_3033,0.2339721225959215
EID_22433,0.16932079457652308
EID_23727,0.18953371527084928
EID_24107,0.20067440141403867
EID_22537,0.23641003002578767
EID_13645,0.20644936601849218
EID_16021,0.19200219085817732
EID_19800,0.2298308669183471
EID_1944,0.23351939062539678
EID_15868,0.1815799999604183
EID_22188,0.22619104415426197
EID_13833,0.21772923642900224
EID_15028,0.23118322862386234
EID_24861,0.198028346168349
EID_13033,0.2373950094650799
EID_23673,0.1843109327837613
EID_13265,0.1849866479366801
EID_23411,0.23171993632945828
EID_3761,0.18416818097382473
EID_7299,0.19985953098689002
EID_2379,0.1788515101313817
EID_18863,0.24060018249014925
EID_12115,0.1909522442634014
EID_23879,0.2243492504623843
EID_16586,0.22599434073659852
EID_19003,0.21119642266642097
EID_11107,0.24422720686041027
EID_15416,0.19320211106817523
EID_19214,0.17720214604483847
EID_5135,0.22755065738241195
EID_22464,0.22645975837981172
EID_22759,0.21986949794762767
EID_17833,0.2133963266243062
EID_17627,0.1861464347194168
EID_25730,0.20745249862516615
EID_2377,0.2005166995902683
EID_18085,0.1936509326336888
EID_14096,0.22340448514700753
EID_8384,0.22807501710048197
EID_17105,0.21093155583905893
EID_9929,0.21894832839202422
EID_13267,0.21726235054198315
EID_12954,0.2155623164616476
EID_4464,0.19862805267517386
EID_11464,0.22488114731603995
EID_19308,0.1710934330149123
EID_17530,0.19991354320235033
EID_6981,0.19802350232680693
EID_19951,0.20578468282127063
EID_1100,0.2273377624478068
EID_25145,0.20405341662901
EID_15614,0.2277220641210019
EID_2961,0.21399883326746394
EID_1742,0.18918403078804977
EID_2843,0.20803171131449416
EID_9549,0.1928253695934733
EID_12832,0.21315313008795844
EID_17914,0.2538205583798969
EID_22832,0.18882730191086045
EID_5755,0.16601979276484713
EID_1141,0.21779748068131774
EID_18954,0.20263477904334898
EID_10824,0.21319417267700871
EID_24478,0.17891186694402036
EID_14916,0.19348162114544046
EID_4434,0.17437764029774275
EID_23650,0.23302756433979924
EID_16556,0.18152630267260828
EID_24656,0.2071232556607453
EID_25965,0.19258323528014765
EID_9279,0.2069405154234504
EID_13802,0.22944609824108814
EID_2748,0.2216685899810868
EID_17346,0.22667420370007246
EID_1171,0.191515498679734
EID_1552,0.1899844654119395
EID_20674,0.1703899417565895
EID_2475,0.192630482202067
EID_16714,0.18087108994417825
EID_7857,0.19694571532026806
EID_3294,0.21320241693887612
EID_2280,0.17394723053822672
EID_10203,0.17236464633483806
EID_22162,0.2301001489140183
EID_10438,0.21239903913694508
EID_12898,0.2029342237113533
EID_4358,0.16856640814614302
EID_6179,0.1845565473913611
EID_2538,0.16339262839737156
EID_13110,0.1822857368544405
EID_24585,0.22465587445240892
EID_1006,0.21015343553288687
EID_11632,0.21324548234143995
EID_21011,0.19238172307567017
EID_16869,0.22775659474241555
EID_20564,0.17799009777214317
EID_12996,0.22996250245337327
EID_1503,0.19357518746932167
EID_23053,0.22531779959424045
EID_22049,0.20289682662361735
EID_4346,0.26774547148439665
EID_1887,0.19957318306496194
EID_16849,0.21043543301195383
EID_10071,0.2100840652191312
EID_11265,0.2060098097698579
EID_12611,0.20324255838454977
EID_25542,0.2058722704848165
EID_11582,0.2484113776447552
EID_19550,0.20612907060673605
EID_5351,0.21118735910934078
EID_3305,0.19860056077963725
EID_18846,0.2175896002592375
EID_24764,0.18411762611273033
EID_2191,0.22125523448235204
EID_6314,0.2197794651239761
EID_23248,0.17091553049611755
EID_4570,0.2177223352148394
EID_16415,0.18470975978155216
EID_11002,0.20948332121121732
EID_20498,0.2205320141341782
EID_7846,0.22239326489968744
EID_24121,0.1744826289174493
EID_7536,0.21325178446463078
EID_2015,0.2295466783386525
EID_7934,0.23507047076860085
EID_20903,0.2154690114751465
EID_17535,0.2108153826665888
EID_19760,0.18372219475471915
EID_9550,0.19613008779301527
EID_4261,0.20168242330315242
EID_19753,0.21764074274580866
EID_13542,0.1725388723583712
EID_24283,0.18877628939420438
EID_7552,0.2050869320432233
EID_11577,0.19379285026203893
EID_3228,0.20241164050519175
EID_17468,0.21468085058495867
EID_15815,0.22703286107716386
EID_2093,0.19535381934709187
EID_21356,0.20257350849050254
EID_12357,0.2090521801966146
EID_18495,0.21091756307591378
EID_5098,0.21271484964620116
EID_12691,0.1870632959353023
EID_13240,0.23446050848049257
EID_19312,0.20688467360920446
EID_23914,0.22262612237520749
EID_23175,0.20646569829430725
EID_15413,0.22248577730468816
EID_4785,0.2145154554171946
EID_25933,0.20125863607265138
EID_22705,0.21272113909470172
EID_19350,0.17886538181884096
EID_5369,0.2340332265875232
EID_20410,0.19903007024683944
EID_12557,0.2131490845031384
EID_17678,0.19890551501284062
EID_1342,0.19614265133926892
EID_12230,0.2330688629278347
EID_1311,0.18379948422500453
EID_5860,0.23073203776614232
EID_4259,0.19549536322841857
EID_10209,0.23596265953306295
EID_2300,0.208285430589464
EID_17408,0.21618519445858717
EID_1883,0.18010498316551465
EID_1053,0.23480896696234263
EID_23610,0.2074080692121046
EID_17585,0.1940407115650477
EID_20845,0.21335359967877685
EID_15683,0.2031915596636745
EID_11976,0.23201764405563183
EID_12031,0.19034857773737834
EID_1711,0.21870263044878066
EID_6239,0.22757839284094367
EID_25541,0.217083129094901
EID_9308,0.17676116102478653
EID_18168,0.21193963538794988
EID_11934,0.2213783821711009
EID_23472,0.22133384469893846
EID_13731,0.17236504277882808
EID_16069,0.1920343674609374
EID_18276,0.1874753155068701
EID_6141,0.19821385671628047
EID_12061,0.20932401362920178
EID_9450,0.2034426249677098
EID_21730,0.1812174231829349
EID_19506,0.20311699852018905
EID_13552,0.21023847299894233
EID_9945,0.19015105683137767
EID_1924,0.20942123923493744
EID_18453,0.1885159300420044
EID_20225,0.24673462681968633
EID_18673,0.2587317869131448
EID_11420,0.22016173254765237
EID_16631,0.21638185084420827
EID_21237,0.19154732409492103
EID_5015,0.1917329894777315
EID_20179,0.22447988592519
EID_12073,0.22593129756239136
EID_21147,0.18256991365840972
EID_6714,0.19610188037071466
EID_10645,0.20883156864136276
EID_18298,0.2119624179300307
EID_2640,0.18269339639138515
EID_2318,0.22966596419407942
EID_25226,0.22797068167942997
EID_24099,0.18765422845813498
EID_20938,0.273589441292506
EID_8377,0.2296315363827073
EID_7023,0.2321963364407347
EID_11385,0.20911032400730264
EID_15016,0.19548612429279275
EID_25794,0.19865255623873332
EID_11494,0.23345108157724714
EID_2425,0.18888122073343305
EID_9847,0.2116075787909921
EID_3570,0.20465533211433082
EID_13573,0.20873471237006255
EID_13780,0.16741635225856435
EID_2949,0.19514470799623285
EID_19834,0.1944893599728726
EID_11384,0.2501463672350531
EID_23154,0.2332876207070877
EID_9337,0.21608370572760938
EID_3653,0.17704795376486565
EID_4850,0.21771213461147856
EID_16283,0.2321592231152668
EID_5107,0.18089548407162773
EID_25156,0.22946807739339822
EID_17223,0.1975095413688977
EID_14695,0.1863240884606782
EID_11374,0.19783556030123955
EID_13672,0.200999141169763
EID_6782,0.24919570493586735
EID_25074,0.23700239728670597
EID_21087,0.2135336583932271
EID_13017,0.21426021200208226
EID_9947,0.25329739910691196
EID_21221,0.19908726429142193
EID_21639,0.1941113434465218
EID_20333,0.18772512300881108
EID_2970,0.2074446874910204
EID_7624,0.21338826487512483
EID_15741,0.21568418264690659
EID_1312,0.204185077580738
EID_19575,0.18559478801623847
EID_21047,0.23320999242414917
EID_11969,0.22918319805810905
EID_19145,0.21092376999537613
EID_9871,0.1962171405024013
EID_18852,0.19762133801731238
EID_22326,0.2117955846203599
EID_7259,0.19729686956642897
EID_21920,0.23105233596174873
EID_1436,0.2268607397531073
EID_8261,0.19420769560369266
EID_23228,0.24595976642102013
EID_5560,0.18303368101124368
EID_22357,0.21588364932460655
EID_4816,0.17982943974609666
EID_10000,0.19408511337637674
EID_21908,0.1758886783439257
EID_14887,0.21068950556429764
EID_12497,0.2047646084946356
EID_17976,0.21669996797248317
EID_17356,0.1788614533850659
EID_9785,0.18110913891759264
EID_16224,0.1953384991031292
EID_6020,0.21640752123245205
EID_20716,0.23385846070309493
EID_11351,0.23001787346417457
EID_20899,0.2103399345205081
EID_9718,0.1861279983496022
EID_9479,0.19423458103213312
EID_25048,0.21140442562556336
EID_23370,0.18615726324164372
EID_13877,0.23468827327695915
EID_12256,0.21160278695291865
EID_1903,0.17218758415844124
EID_8830,0.17338241326643783
EID_22060,0.20599983078719133
EID_11996,0.202917960300587
EID_21061,0.19910617996148106
EID_22604,0.20360723158031788
EID_18463,0.20173938017899135
EID_11375,0.21928022868276764
EID_2685,0.20613546834698068
EID_16010,0.23272187059477212
EID_19288,0.2325042887364849
EID_9283,0.25664541446616085
EID_11122,0.17574100595416184
EID_6638,0.2138802943209677
EID_25516,0.24157110386195407
EID_3864,0.2220606223855136
EID_9746,0.193986599625188
EID_8407,0.20203147489991644
EID_25463,0.20828774677628475
EID_23098,0.190271642647923
EID_22512,0.21187844785901247
EID_14671,0.19488990997106645
EID_18482,0.21007434961861654
EID_8151,0.2224714231251885
EID_16624,0.23702292180455373
EID_1983,0.2014473141844664
EID_18445,0.2141004791066993
EID_11891,0.20981401032757507
EID_2010,0.22278261740537303
EID_4592,0.24738241044936166
EID_17412,0.22351411205632735
EID_24883,0.18926513199997896
EID_15661,0.17999397150139934
EID_11757,0.20601562544479665
EID_2627,0.18155381413301586
EID_13243,0.18607921177774803
EID_10917,0.2165939725497051
EID_4360,0.1981731994302001
EID_13536,0.22708849269098833
EID_10695,0.2409355280349671
EID_5746,0.20659585425467003
EID_1178,0.20132878192360312
EID_15290,0.2512034165019167
EID_3540,0.16723401852930472
EID_14684,0.2415953390169262
EID_7914,0.2077793970076615
EID_23733,0.20885314182630785
EID_5907,0.2608537459043641
EID_5142,0.21474832809127664
EID_7686,0.21720971539584302
EID_12078,0.22495869625009543
EID_4880,0.19641365337404904
EID_1527,0.21618136131253482
EID_15919,0.23463554428341987
EID_1260,0.1651821481946458
EID_22377,0.19473651352697346
EID_7876,0.2048830048041917
EID_1213,0.17935968699807955
EID_4161,0.20047871995754976
EID_3214,0.18285037573911955
EID_17651,0.19913163967180994
EID_8005,0.15638892052301484
EID_12852,0.22699368688993685
EID_21465,0.2462551957206052
EID_7371,0.22269106481425974
EID_25687,0.1979979474142186
EID_17222,0.1775698637766827
EID_1994,0.18322328250036116
EID_22384,0.23583473792967224
EID_6344,0.2108750677085768
EID_18801,0.22587030626240134
EID_13688,0.24211352864652824
EID_13779,0.23712925592852008
EID_24969,0.18840721725703619
EID_15311,0.2673039863053542
EID_9095,0.2441625026076947
EID_11675,0.2191538625784337
EID_14870,0.22862834151236616
EID_1575,0.20333605140511754
EID_7440,0.17850222911881622
EID_24259,0.2063598434061904
EID_19501,0.266665350723239
EID_23743,0.17907780684006483
EID_13287,0.21399476544733223
EID_2226,0.1766268360073543
EID_22439,0.18566875183103687
EID_16078,0.24077215778012234
EID_18895,0.20575851489069158
EID_19860,0.20872499905801364
EID_24564,0.19298974858871912
EID_21747,0.20320819170230062
EID_4659,0.21637934655208022
EID_24149,0.22505465615131232
EID_13300,0.2101336084582762
EID_16950,0.21235669608047197
EID_23778,0.23171020280933788
EID_14691,0.22328586813940046
EID_10789,0.20272249346139154
EID_5525,0.21907008528303856
EID_19424,0.22781924233245016
EID_6171,0.18961445033401053
EID_19569,0.21353693764160256
EID_4602,0.1861621518766179
EID_17919,0.2292266298406385
EID_4286,0.19623595885619383
EID_1973,0.22455801947741325
EID_25715,0.1847080220046613
EID_23385,0.22976456138643594
EID_13681,0.23547159813823287
EID_25410,0.24764803071744387
EID_18267,0.25595227175464086
EID_15252,0.2099570510738316
EID_23214,0.2393414677334931
EID_18551,0.24563975817860487
EID_2401,0.19372282081557107
EID_7609,0.21703444134989866
EID_21291,0.22890178663915708
EID_10126,0.22032208817148452
EID_19714,0.19277306590076934
EID_4911,0.20486685011072142
EID_12505,0.24388622375712254
EID_10377,0.22919643055613095
EID_3407,0.2169833761229715
EID_3386,0.18892477953934925
EID_7623,0.19765286705076252
EID_19517,0.21060066881246617
EID_21782,0.23168503322947448
EID_12361,0.18051869240575005
EID_21171,0.19716627681995633
EID_17836,0.23178109860787283
EID_20286,0.21245632323705313
EID_25798,0.18818858643790679
EID_15699,0.20058996391234976
EID_17006,0.2269428844625403
EID_22476,0.18144025660340854
EID_9406,0.1901519634703437
EID_13559,0.2059972662243618
EID_1340,0.1740308513854012
EID_17848,0.19917655032371148
EID_20358,0.21299871457765643
EID_14265,0.22015284955514033
EID_9820,0.22531274950599922
EID_13755,0.1980481300850945
EID_13293,0.22987703672197382
EID_25837,0.22256494049962988
EID_20466,0.22379279612972117
EID_11032,0.2260741110235417
EID_2399,0.21118977751006002
EID_23917,0.2493920387240559
EID_17011,0.2330439932184033
EID_8967,0.17972447679881876
EID_24468,0.23459018115005806
EID_8435,0.1943885712530208
EID_17953,0.20258981481574126
EID_7140,0.1887356278291485
EID_24404,0.19240956915164217
EID_14380,0.25256865462578093
EID_1232,0.2030689325219186
EID_1573,0.17798924825923335
EID_3684,0.21296489780276828
EID_15824,0.22335534647078112
EID_9212,0.22425708435140293
EID_21121,0.2273121347131981
EID_6346,0.16316028257738574
EID_9525,0.20823818333377075
EID_9726,0.22474118194163717
EID_2526,0.19095646056559096
EID_4228,0.1826343648345009
EID_14595,0.21061902304280392
EID_15856,0.281671955105438
EID_6768,0.18656549114554177
EID_23953,0.2168402934134317
EID_19059,0.21247595557304624
EID_5268,0.20443286316097634
EID_7619,0.1613380782220168
EID_23028,0.2003077428120303
EID_22104,0.24131089655613855
EID_10318,0.21410769085706646
EID_25369,0.1849226323152741
EID_16633,0.1765727832383691
EID_15848,0.21831215184183825
EID_2240,0.2711675136472456
EID_1059,0.1836100913964616
EID_9315,0.18653966551536197
